type_arrow,layout,type_label,type_color,model,prompt_strategy,mean_mae,mean_similarity
undirected,spectral,unlabel,constant_color,gpt-4o-2024-08-06,cot,2.9,0.7854329569209599
undirected,spectral,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,2.6,0.8051697990262232
undirected,spectral,unlabel,constant_color,pixtral-12b,cot,3.8,0.714189092641105
undirected,spectral,unlabel,constant_color,pixtral-12b,zeroshot,4.0,0.6898830574740018
undirected,spectral,unlabel,constant_color,llama-3.2-90b-vision-instruct,cot,5.214285714285714,0.6248547225907907
undirected,spectral,unlabel,constant_color,llama-3.2-90b-vision-instruct,zeroshot,6.583333333333333,0.45868055555555554
undirected,spectral,label,random_color,claude-3.5-sonnet,cot,3.6,0.7726086820031497
undirected,spectral,label,random_color,claude-3.5-sonnet,zeroshot,3.5,0.7786847689596714
undirected,spectral,label,random_color,qwen-2-vl-72b-instruct,cot,4.1,0.7191710588677711
undirected,spectral,label,random_color,qwen-2-vl-72b-instruct,zeroshot,3.15,0.7979380110735945
undirected,spectral,label,random_color,gemini-pro-1.5,cot,2.8,0.8186120483702595
undirected,spectral,label,random_color,gemini-pro-1.5,zeroshot,2.6,0.8335243786870015
undirected,spectral,label,random_color,gpt-4o-2024-08-06,cot,2.15,0.8699735823135002
undirected,spectral,label,random_color,gpt-4o-2024-08-06,zeroshot,2.4,0.8572967920321704
undirected,spectral,label,random_color,pixtral-12b,cot,4.4,0.7267608349720007
undirected,spectral,label,random_color,pixtral-12b,zeroshot,2.95,0.8067536567618678
undirected,spectral,label,random_color,llama-3.2-90b-vision-instruct,cot,2.8333333333333335,0.8249886169882973
undirected,spectral,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,3.125,0.7832714160839161
undirected,spectral,label,constant_color,claude-3.5-sonnet,cot,2.2,0.8416899360958958
undirected,spectral,label,constant_color,claude-3.5-sonnet,zeroshot,2.1,0.8505664046995316
undirected,spectral,label,constant_color,qwen-2-vl-72b-instruct,cot,2.25,0.8351895788679844
undirected,spectral,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,1.65,0.8918612070334208
undirected,spectral,label,constant_color,gemini-pro-1.5,cot,1.6,0.8902839961895689
undirected,spectral,label,constant_color,gemini-pro-1.5,zeroshot,1.7,0.8844506628562355
undirected,spectral,label,constant_color,gpt-4o-2024-08-06,cot,1.05,0.9284562792728426
undirected,spectral,label,constant_color,gpt-4o-2024-08-06,zeroshot,0.95,0.934979657855045
undirected,spectral,label,constant_color,pixtral-12b,cot,2.0,0.858347572834802
undirected,spectral,label,constant_color,pixtral-12b,zeroshot,1.7777777777777777,0.8693263607737292
undirected,spectral,label,constant_color,llama-3.2-90b-vision-instruct,cot,3.5714285714285716,0.7535539215686275
undirected,spectral,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,3.9375,0.7081509362348178
undirected,circular,unlabel,random_color,claude-3.5-sonnet,cot,1.95,0.8771339526486586
undirected,circular,unlabel,random_color,claude-3.5-sonnet,zeroshot,1.95,0.8765676235529176
undirected,circular,unlabel,random_color,qwen-2-vl-72b-instruct,cot,4.65,0.7012494735656501
undirected,circular,unlabel,random_color,qwen-2-vl-72b-instruct,zeroshot,6.35,0.6161459496385968
undirected,circular,unlabel,random_color,gemini-pro-1.5,cot,1.9,0.8748775693260988
undirected,circular,unlabel,random_color,gemini-pro-1.5,zeroshot,1.5,0.8999383133206662
undirected,circular,unlabel,random_color,gpt-4o-2024-08-06,cot,3.3,0.7916050901712668
undirected,circular,unlabel,random_color,gpt-4o-2024-08-06,zeroshot,3.0,0.7929059053691407
undirected,circular,unlabel,random_color,pixtral-12b,cot,4.9,0.6641529956971135
undirected,circular,unlabel,random_color,pixtral-12b,zeroshot,4.45,0.7067114625570509
undirected,circular,unlabel,random_color,llama-3.2-90b-vision-instruct,cot,0.25,0.9827380952380953
undirected,circular,unlabel,random_color,llama-3.2-90b-vision-instruct,zeroshot,3.8333333333333335,0.7174936174936176
undirected,circular,unlabel,constant_color,claude-3.5-sonnet,cot,2.05,0.8582463369963371
undirected,circular,unlabel,constant_color,claude-3.5-sonnet,zeroshot,2.15,0.8513415750915752
undirected,circular,unlabel,constant_color,qwen-2-vl-72b-instruct,cot,2.15,0.8431043956043958
undirected,circular,unlabel,constant_color,qwen-2-vl-72b-instruct,zeroshot,4.1,0.6997229853479854
undirected,circular,unlabel,constant_color,gemini-pro-1.5,cot,0.9,0.9303296703296702
undirected,circular,unlabel,constant_color,gemini-pro-1.5,zeroshot,1.0,0.9261630036630037
undirected,circular,unlabel,constant_color,gpt-4o-2024-08-06,cot,2.85,0.799356684981685
undirected,circular,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,2.7,0.8075274725274724
undirected,circular,unlabel,constant_color,pixtral-12b,cot,2.0,0.8590361721611721
undirected,circular,unlabel,constant_color,pixtral-12b,zeroshot,3.15,0.7775526556776556
undirected,circular,unlabel,constant_color,llama-3.2-90b-vision-instruct,cot,2.0,0.8574862637362637
undirected,circular,unlabel,constant_color,llama-3.2-90b-vision-instruct,zeroshot,2.5714285714285716,0.7974391679748823
undirected,circular,label,random_color,claude-3.5-sonnet,cot,2.8,0.8205209266567625
undirected,circular,label,random_color,claude-3.5-sonnet,zeroshot,2.95,0.8129540929057184
undirected,circular,label,random_color,qwen-2-vl-72b-instruct,cot,7.6,0.5585110471314032
undirected,circular,label,random_color,qwen-2-vl-72b-instruct,zeroshot,5.6,0.6658740885017975
undirected,circular,label,random_color,gemini-pro-1.5,cot,2.25,0.8573493074692765
undirected,circular,label,random_color,gemini-pro-1.5,zeroshot,2.35,0.8540775557861471
undirected,circular,label,random_color,gpt-4o-2024-08-06,cot,2.0,0.883788661888507
undirected,circular,label,random_color,gpt-4o-2024-08-06,zeroshot,1.2,0.9269441845564137
undirected,circular,label,random_color,pixtral-12b,cot,3.75,0.744695498644802
undirected,circular,label,random_color,pixtral-12b,zeroshot,3.8,0.7523171380563022
undirected,circular,label,random_color,llama-3.2-90b-vision-instruct,cot,1.75,0.8845282000564508
undirected,circular,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,1.4,0.9069030419185218
undirected,circular,label,constant_color,claude-3.5-sonnet,cot,2.2,0.8633710808884958
undirected,circular,label,constant_color,claude-3.5-sonnet,zeroshot,2.55,0.8441422797189052
undirected,circular,label,constant_color,qwen-2-vl-72b-instruct,cot,5.6,0.6729567484888692
undirected,circular,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,3.0555555555555554,0.8025560224089635
undirected,circular,label,constant_color,gemini-pro-1.5,cot,2.35,0.8536462172588335
undirected,circular,label,constant_color,gemini-pro-1.5,zeroshot,2.15,0.8653128839255
undirected,circular,label,constant_color,gpt-4o-2024-08-06,cot,2.95,0.8232369219617672
undirected,circular,label,constant_color,gpt-4o-2024-08-06,zeroshot,2.15,0.8682149614231657
undirected,circular,label,constant_color,pixtral-12b,cot,4.45,0.7413417121234459
undirected,circular,label,constant_color,pixtral-12b,zeroshot,5.2,0.6934720379379822
undirected,circular,label,constant_color,llama-3.2-90b-vision-instruct,cot,1.2,0.9297117794486216
undirected,circular,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,1.5,0.8897619047619049
undirected,kamada,unlabel,random_color,claude-3.5-sonnet,cot,1.7,0.8862085240274601
undirected,kamada,unlabel,random_color,claude-3.5-sonnet,zeroshot,1.75,0.8820167947041517
undirected,kamada,unlabel,random_color,qwen-2-vl-72b-instruct,cot,1.25,0.919671665576986
undirected,kamada,unlabel,random_color,qwen-2-vl-72b-instruct,zeroshot,1.8,0.8819414024190912
undirected,kamada,unlabel,random_color,gemini-pro-1.5,cot,1.2,0.9214889124986382
undirected,kamada,unlabel,random_color,gemini-pro-1.5,zeroshot,0.8,0.948217690966547
undirected,kamada,unlabel,random_color,gpt-4o-2024-08-06,cot,0.65,0.9537546992481204
undirected,kamada,unlabel,random_color,gpt-4o-2024-08-06,zeroshot,0.8,0.9513116350659259
undirected,kamada,unlabel,random_color,pixtral-12b,cot,2.95,0.8174036994660565
undirected,kamada,unlabel,random_color,pixtral-12b,zeroshot,1.05,0.9244504603901056
undirected,kamada,unlabel,random_color,llama-3.2-90b-vision-instruct,cot,3.15,0.781654475863572
undirected,kamada,unlabel,random_color,llama-3.2-90b-vision-instruct,zeroshot,2.3,0.8530124223602484
undirected,kamada,unlabel,constant_color,claude-3.5-sonnet,cot,1.5,0.9087095543345545
undirected,kamada,unlabel,constant_color,claude-3.5-sonnet,zeroshot,1.25,0.9274826562326564
undirected,kamada,unlabel,constant_color,qwen-2-vl-72b-instruct,cot,2.2,0.8577408008658007
undirected,kamada,unlabel,constant_color,qwen-2-vl-72b-instruct,zeroshot,2.3,0.8452560633810634
undirected,kamada,unlabel,constant_color,gemini-pro-1.5,cot,1.05,0.9406352675102676
undirected,kamada,unlabel,constant_color,gemini-pro-1.5,zeroshot,1.0,0.9417541486291487
undirected,kamada,unlabel,constant_color,gpt-4o-2024-08-06,cot,0.85,0.9510834998334999
undirected,kamada,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,0.95,0.936698926073926
undirected,kamada,unlabel,constant_color,pixtral-12b,cot,1.9,0.8819471500721502
undirected,kamada,unlabel,constant_color,pixtral-12b,zeroshot,1.75,0.8817139110889111
undirected,kamada,unlabel,constant_color,llama-3.2-90b-vision-instruct,cot,2.25,0.8552253302253303
undirected,kamada,unlabel,constant_color,llama-3.2-90b-vision-instruct,zeroshot,4.166666666666667,0.7397907647907648
undirected,kamada,label,random_color,claude-3.5-sonnet,cot,1.35,0.9167223230845523
undirected,kamada,label,random_color,claude-3.5-sonnet,zeroshot,1.4,0.9160230223852516
undirected,kamada,label,random_color,qwen-2-vl-72b-instruct,cot,1.95,0.8918768447754516
undirected,kamada,label,random_color,qwen-2-vl-72b-instruct,zeroshot,1.9,0.8909618986534621
undirected,kamada,label,random_color,gemini-pro-1.5,cot,0.6,0.968317225215445
undirected,kamada,label,random_color,gemini-pro-1.5,zeroshot,0.65,0.9637499175231374
undirected,kamada,label,random_color,gpt-4o-2024-08-06,cot,1.3,0.9297134657138528
undirected,kamada,label,random_color,gpt-4o-2024-08-06,zeroshot,1.15,0.937353194406213
undirected,kamada,label,random_color,pixtral-12b,cot,2.5555555555555554,0.8358045270003475
undirected,kamada,label,random_color,pixtral-12b,zeroshot,1.85,0.8814818076660182
undirected,kamada,label,random_color,llama-3.2-90b-vision-instruct,cot,2.5,0.8386242756211796
undirected,kamada,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,4.5,0.7066133271490413
undirected,kamada,label,constant_color,claude-3.5-sonnet,cot,0.8,0.9510854577998542
undirected,kamada,label,constant_color,claude-3.5-sonnet,zeroshot,0.65,0.959756645573209
undirected,kamada,label,constant_color,qwen-2-vl-72b-instruct,cot,1.6,0.9024895041748755
undirected,kamada,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,1.8,0.8985749669147503
undirected,kamada,label,constant_color,gemini-pro-1.5,cot,0.3,0.9812907079160951
undirected,kamada,label,constant_color,gemini-pro-1.5,zeroshot,0.25,0.9851368617622487
undirected,kamada,label,constant_color,gpt-4o-2024-08-06,cot,0.9,0.9496585973366158
undirected,kamada,label,constant_color,gpt-4o-2024-08-06,zeroshot,0.7,0.9602724900228772
undirected,kamada,label,constant_color,pixtral-12b,cot,0.8,0.9539510541058529
undirected,kamada,label,constant_color,pixtral-12b,zeroshot,0.4444444444444444,0.97209789240878
undirected,kamada,label,constant_color,llama-3.2-90b-vision-instruct,cot,3.4,0.791416945627472
undirected,kamada,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,3.0,0.8278005826303039
undirected,spring,unlabel,random_color,claude-3.5-sonnet,cot,1.8,0.8915834405799176
undirected,spring,unlabel,random_color,claude-3.5-sonnet,zeroshot,1.8,0.8895565785530556
undirected,spring,unlabel,random_color,qwen-2-vl-72b-instruct,cot,2.7,0.8405745666501512
undirected,spring,unlabel,random_color,qwen-2-vl-72b-instruct,zeroshot,1.95,0.8812245565544382
undirected,spring,unlabel,random_color,gemini-pro-1.5,cot,0.95,0.9470512957381751
undirected,spring,unlabel,random_color,gemini-pro-1.5,zeroshot,1.0,0.9454905564999512
undirected,spring,unlabel,random_color,gpt-4o-2024-08-06,cot,1.0,0.9454561313566332
undirected,spring,unlabel,random_color,gpt-4o-2024-08-06,zeroshot,0.85,0.9526068258752151
undirected,spring,unlabel,random_color,pixtral-12b,cot,3.05,0.819279165433217
undirected,spring,unlabel,random_color,pixtral-12b,zeroshot,1.6,0.8891297827707563
undirected,spring,unlabel,random_color,llama-3.2-90b-vision-instruct,cot,2.5,0.8220701073951847
undirected,spring,unlabel,random_color,llama-3.2-90b-vision-instruct,zeroshot,4.75,0.6992390600662992
undirected,spring,unlabel,constant_color,claude-3.5-sonnet,cot,1.85,0.8685362554112555
undirected,spring,unlabel,constant_color,claude-3.5-sonnet,zeroshot,1.7,0.8793695887445887
undirected,spring,unlabel,constant_color,qwen-2-vl-72b-instruct,cot,1.95,0.8564772727272727
undirected,spring,unlabel,constant_color,qwen-2-vl-72b-instruct,zeroshot,2.7,0.8107783189033189
undirected,spring,unlabel,constant_color,gemini-pro-1.5,cot,1.15,0.9282819264069264
undirected,spring,unlabel,constant_color,gemini-pro-1.5,zeroshot,1.15,0.9282819264069264
undirected,spring,unlabel,constant_color,gpt-4o-2024-08-06,cot,1.05,0.931504329004329
undirected,spring,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,1.05,0.9297997835497835
undirected,spring,unlabel,constant_color,pixtral-12b,cot,1.8,0.8782341269841272
undirected,spring,unlabel,constant_color,pixtral-12b,zeroshot,1.6666666666666667,0.8866732804232805
undirected,spring,unlabel,constant_color,llama-3.2-90b-vision-instruct,cot,3.5714285714285716,0.7596745516388373
undirected,spring,unlabel,constant_color,llama-3.2-90b-vision-instruct,zeroshot,2.25,0.8519675925925926
undirected,spring,label,random_color,claude-3.5-sonnet,cot,1.65,0.9025254241372664
undirected,spring,label,random_color,claude-3.5-sonnet,zeroshot,1.6,0.9059614902641219
undirected,spring,label,random_color,qwen-2-vl-72b-instruct,cot,1.5,0.9089265632028791
undirected,spring,label,random_color,qwen-2-vl-72b-instruct,zeroshot,0.95,0.946807354925776
undirected,spring,label,random_color,gemini-pro-1.5,cot,0.75,0.9507118276460382
undirected,spring,label,random_color,gemini-pro-1.5,zeroshot,0.6,0.9641958020050125
undirected,spring,label,random_color,gpt-4o-2024-08-06,cot,0.85,0.9549755639097744
undirected,spring,label,random_color,gpt-4o-2024-08-06,zeroshot,0.95,0.9495588972431077
undirected,spring,label,random_color,pixtral-12b,cot,1.55,0.8980780316175053
undirected,spring,label,random_color,pixtral-12b,zeroshot,1.25,0.9092710140736455
undirected,spring,label,random_color,llama-3.2-90b-vision-instruct,cot,2.5,0.8677678571428571
undirected,spring,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,4.666666666666667,0.6838141025641026
undirected,spring,label,constant_color,claude-3.5-sonnet,cot,0.75,0.9492742061859708
undirected,spring,label,constant_color,claude-3.5-sonnet,zeroshot,0.75,0.9508784842608371
undirected,spring,label,constant_color,qwen-2-vl-72b-instruct,cot,0.95,0.9337893152599035
undirected,spring,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,1.4,0.8973730517848164
undirected,spring,label,constant_color,gemini-pro-1.5,cot,0.45,0.9675411190117073
undirected,spring,label,constant_color,gemini-pro-1.5,zeroshot,0.5,0.9619855634561517
undirected,spring,label,constant_color,gpt-4o-2024-08-06,cot,0.75,0.9499690179101943
undirected,spring,label,constant_color,gpt-4o-2024-08-06,zeroshot,0.6,0.9568418183124067
undirected,spring,label,constant_color,pixtral-12b,cot,1.8,0.8867711536829184
undirected,spring,label,constant_color,pixtral-12b,zeroshot,0.7,0.9446376336082218
undirected,spring,label,constant_color,llama-3.2-90b-vision-instruct,cot,3.5,0.7663149350649351
undirected,spring,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,4.0,0.6806593406593408
undirected,shell,unlabel,random_color,claude-3.5-sonnet,cot,1.65,0.902941963017091
undirected,shell,unlabel,random_color,claude-3.5-sonnet,zeroshot,1.8,0.8949491028295377
undirected,shell,unlabel,random_color,qwen-2-vl-72b-instruct,cot,4.85,0.7152381967279666
undirected,shell,unlabel,random_color,qwen-2-vl-72b-instruct,zeroshot,5.45,0.6859845786140544
undirected,shell,unlabel,random_color,gemini-pro-1.5,cot,1.3,0.9114593736045142
undirected,shell,unlabel,random_color,gemini-pro-1.5,zeroshot,1.3,0.9149421000284171
undirected,shell,unlabel,random_color,gpt-4o-2024-08-06,cot,1.9,0.8861482056590753
undirected,shell,unlabel,random_color,gpt-4o-2024-08-06,zeroshot,2.25,0.863163261681484
undirected,shell,unlabel,random_color,pixtral-12b,cot,4.15,0.7620711038038404
undirected,shell,unlabel,random_color,pixtral-12b,zeroshot,5.35,0.6931828999715828
undirected,shell,unlabel,random_color,llama-3.2-90b-vision-instruct,cot,1.125,0.922342995169082
undirected,shell,unlabel,random_color,llama-3.2-90b-vision-instruct,zeroshot,0.5833333333333334,0.955324074074074
undirected,shell,unlabel,constant_color,claude-3.5-sonnet,cot,1.75,0.8979258976317801
undirected,shell,unlabel,constant_color,claude-3.5-sonnet,zeroshot,2.4,0.8520492742551566
undirected,shell,unlabel,constant_color,qwen-2-vl-72b-instruct,cot,4.0,0.7370499108734403
undirected,shell,unlabel,constant_color,qwen-2-vl-72b-instruct,zeroshot,4.0,0.7409511077158136
undirected,shell,unlabel,constant_color,gemini-pro-1.5,cot,1.05,0.9319174942704354
undirected,shell,unlabel,constant_color,gemini-pro-1.5,zeroshot,1.05,0.929150114591291
undirected,shell,unlabel,constant_color,gpt-4o-2024-08-06,cot,3.2,0.7958880825057296
undirected,shell,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,4.05,0.7401801629742806
undirected,shell,unlabel,constant_color,pixtral-12b,cot,2.25,0.8411834733893558
undirected,shell,unlabel,constant_color,pixtral-12b,zeroshot,3.45,0.7580061115355233
undirected,shell,unlabel,constant_color,llama-3.2-90b-vision-instruct,cot,4.9,0.6749554367201427
undirected,shell,unlabel,constant_color,llama-3.2-90b-vision-instruct,zeroshot,4.75,0.6854166666666667
undirected,shell,label,random_color,claude-3.5-sonnet,cot,3.2,0.8197959328365506
undirected,shell,label,random_color,claude-3.5-sonnet,zeroshot,2.1,0.8651703289718163
undirected,shell,label,random_color,qwen-2-vl-72b-instruct,cot,6.75,0.6293725185315575
undirected,shell,label,random_color,qwen-2-vl-72b-instruct,zeroshot,6.25,0.6328853854955113
undirected,shell,label,random_color,gemini-pro-1.5,cot,2.1,0.8683903459875999
undirected,shell,label,random_color,gemini-pro-1.5,zeroshot,2.2,0.8634890301981262
undirected,shell,label,random_color,gpt-4o-2024-08-06,cot,2.75,0.8452199094447378
undirected,shell,label,random_color,gpt-4o-2024-08-06,zeroshot,2.15,0.8627192371257018
undirected,shell,label,random_color,pixtral-12b,cot,4.3,0.7396181227874592
undirected,shell,label,random_color,pixtral-12b,zeroshot,4.25,0.7145723561970703
undirected,shell,label,random_color,llama-3.2-90b-vision-instruct,cot,2.0833333333333335,0.872480413105413
undirected,shell,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,1.3333333333333333,0.9163064666497159
undirected,shell,label,constant_color,claude-3.5-sonnet,cot,2.1,0.8625942921028059
undirected,shell,label,constant_color,claude-3.5-sonnet,zeroshot,1.95,0.8655704825789965
undirected,shell,label,constant_color,qwen-2-vl-72b-instruct,cot,4.35,0.7416004471964225
undirected,shell,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,2.45,0.8356021180401987
undirected,shell,label,constant_color,gemini-pro-1.5,cot,2.15,0.8595574413976117
undirected,shell,label,constant_color,gemini-pro-1.5,zeroshot,1.7777777777777777,0.8798410446049766
undirected,shell,label,constant_color,gpt-4o-2024-08-06,cot,2.65,0.833813363064524
undirected,shell,label,constant_color,gpt-4o-2024-08-06,zeroshot,2.0,0.8637915253820825
undirected,shell,label,constant_color,pixtral-12b,cot,5.35,0.6830857167428376
undirected,shell,label,constant_color,pixtral-12b,zeroshot,4.95,0.6926068848592069
undirected,shell,label,constant_color,llama-3.2-90b-vision-instruct,cot,0.7142857142857143,0.9459750566893425
undirected,shell,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,1.5833333333333333,0.8760270774976657
